survived,pclass,sex,age,sibsp,fare,embarked,class,who,adult_male,embark_town,alive,alone
1.0,0.7163461538461537,2,0.49679780420860015,0.5,0.8380906684680618,3,First,3,0,3,2,0
0.0,1.0,1,0.3900579444952729,0.0,0.12449039825879167,3,Third,1,1,3,1,2
0.0,1.0,1,0.5882891125343093,0.0,0.3811655300094857,3,Third,1,2,3,1,2
0.0,0.5,1,0.5272949069838365,0.0,0.1657241434823851,3,Second,1,2,3,1,2
0.0,1.0,1,0.45867642573955475,0.0,0.1270551766698286,3,Third,1,2,3,1,2
0.0,0.0,1,0.44721718502610514,0.0,0.0,3,First,1,2,3,1,2
0.0,1.0,0,0.3443122903324184,0.0,0.12508227019980017,3,Third,3,0,3,1,2
0.0,0.5,1,0.46630070143336383,0.5,0.5840466047857975,0,Second,1,2,0,1,0
0.0,1.0,1,0.6492833180847819,0.0,0.10180197385346514,3,Third,1,2,3,1,2
1.0,0.7163461538461537,1,0.4053064958828911,0.0,0.1367224183729677,3,Third,1,2,3,2,2
0.0,0.0,1,0.5730405611466911,0.0,0.0,3,First,1,2,3,1,2
1.0,1.0,0,0.4053064958828911,0.0,0.205182272882953,3,Third,3,0,3,2,0
0.0,1.0,1,0.44721718502610514,0.0,0.10969359973357871,1,Third,1,2,2,1,2
0.0,1.0,1,0.44721718502610514,0.0,0.8916874347954412,3,Third,1,1,3,1,2
1.0,0.5,1,0.44721718502610514,0.0,0.5840466047857975,0,Second,0,0,0,2,0
1.0,1.0,1,0.44721718502610514,0.0,0.12232020114176043,2,Third,1,2,2,2,2
1.0,1.0,0,0.222323879231473,0.5,0.22813427759267532,0,Third,0,0,0,2,0
1.0,0.5,1,0.006251906068923452,0.5,0.2959359705042591,3,Second,0,0,3,2,1
0.0,1.0,1,0.3443122903324184,0.0,0.1239648159751761,1,Third,1,2,3,1,2
0.0,1.0,1,0.3138151875571821,0.0,0.1367224183729677,3,Third,1,2,3,1,2
1.0,0.0,2,0.44721718502610514,0.0,0.46876257727874643,0,First,1,2,0,2,2
0.0,1.0,1,0.29856663616956386,0.0,0.12508227019980017,3,Third,1,1,3,1,2
0.0,0.7163461538461537,1,0.2375724306190912,0.0,0.1657241434823851,3,Second,1,2,3,1,1
1.0,0.0,0,0.4510521500457456,0.0,0.4892808045670417,0,First,3,0,0,2,2
0.0,1.0,1,0.5196706312900274,0.0,0.10160468320646229,0,Third,1,2,0,0,2
0.0,1.0,1,0.2528209820067093,0.0,0.1367224183729677,3,,1,2,3,1,2
0.0,1.0,1,0.6340347666971637,0.0,0.119163550789715,3,Third,1,2,3,1,2
0.0,1.0,1,0.5272949069838365,0.0,0.12462139924840156,0,Third,1,2,0,1,2
0.0,0.5,1,0.44721718502610514,0.0,0.520847308087496,3,Second,1,2,3,1,0
1.0,0.0,0,0.2375724306190912,0.0,0.6218601193529498,3,First,3,0,3,2,0
0.0,0.5,0,0.6645318694724001,0.5,0.410364545765906,3,Second,3,0,1,1,1
1.0,1.0,0,0.26806953339432754,0.0,0.205182272882953,3,Third,3,0,3,2,0
1.0,0.0,1,0.7712717291857274,0.0,0.4190453342340309,3,First,1,2,3,2,2
1.0,1.0,0,0.3595608417200366,0.0,0.30395859737398256,0,Third,3,0,0,2,0
0.0,1.0,1,0.6187862153095456,1.0,0.22267485080881275,3,Third,1,2,1,1,0
0.0,0.5,1,0.3138151875571821,0.0,0.18150739524261225,3,Second,1,2,3,1,1
1.0,0.0,0,0.7255260750228728,0.0,0.4092470915412819,3,First,3,0,3,2,2
0.0,0.5,1,0.3595608417200366,0.0,0.205182272882953,3,Second,1,2,3,1,2
1.0,0.5,0,0.6340347666971637,0.0,0.205182272882953,3,Second,3,0,3,2,2
1.0,0.7163461538461537,0,0.4053064958828911,0.5,0.21872903786875594,0,Second,3,0,0,2,0
0.0,0.0,1,0.46630070143336383,0.0,0.7969879242340783,3,First,1,2,1,1,2
0.0,1.0,1,0.44721718502610514,0.0,0.14994089172215794,3,Third,1,2,3,1,2
1.0,1.0,1,0.054589813967673075,0.5,0.17571967682213696,3,Third,0,0,3,2,0
1.0,0.0,0,0.7102775236352546,0.5,0.8294761696573298,3,First,3,0,3,2,1
0.0,0.0,1,0.49679780420860015,0.0,0.07891625880113576,3,First,1,2,3,1,2
0.0,1.0,1,0.7102775236352546,0.0,0.1420492658420444,3,Third,1,2,3,1,2
1.0,0.5,0,0.4205550472705093,0.5,0.37879804224545166,0,Second,3,0,0,2,0
1.0,1.0,0,0.222323879231473,0.0,0.11403399396764118,0,Third,0,0,0,2,2
0.0,1.0,1,0.29856663616956386,0.0,0.1553987401808445,3,Third,1,2,1,1,2
0.0,1.0,1,0.2833180847819457,0.0,0.12462139924840156,3,Third,1,2,3,1,2
0.0,0.7163461538461537,1,0.44721718502610514,0.0,0.12462139924840156,3,Third,1,2,3,1,2
1.0,0.5,0,0.37480939310765476,0.0,0.410364545765906,3,Second,3,0,3,2,0
0.0,1.0,1,0.49679780420860015,0.0,0.12462139924840156,3,Third,1,2,3,1,2
0.0,1.0,0,0.32906373894480023,0.0,0.1659877237867809,3,,3,0,3,1,2
0.0,0.5,1,0.4205550472705093,0.0,0.1657241434823851,3,Second,2,2,3,1,2
0.0,1.0,0,0.5882891125343093,0.0,0.4596872075166158,2,,3,0,2,1,0
1.0,0.0,0,0.2833180847819457,0.0,0.4734975528068146,3,First,3,0,3,2,2
0.0,1.0,0,0.44721718502610514,0.5,0.37011725377732674,3,Third,3,0,3,1,0
1.0,0.0,1,0.3900579444952729,0.0,0.4734975528068146,0,First,1,2,0,2,2
